上报收费站ID,上报收费站名称,上报收费归属省份,上报收费站经度,上报收费站纬度,电子地图收费站ID,电子地图ID,电子地图收费站名称,电子地图收费站归属省份,电子地图收费经度,电子地图收费站纬度,互联网地图1收费站ID,互联网地图1收费站名称,互联网地图1收费站归属省份,互联网地图1收费站经度,互联网地图1收费站纬度,确认收费站ID,确认收费站名称,确认收费站归属省份,确认收费站类型,确认收费站经度,确认收费站纬度,确认数据经纬度来源（0：互联网1；    1：上报收费站；2：电子地图；3:缺失）
G0070640010030,海原,ningxia,,,G0070640010030,,,,,,G0070640010030,海原收费站,NING_XIA,105.667052,36.581534,G0070640010030,海原收费站,ningxia,MAIN_LINE_PLAZA,105.667052,36.581534,0
G0036320010010,二桥,jiangsu,118.858914,32.142961,G0036320010010,,,,,,G0036320010010,二桥收费站,JIANG_SU,118.851761,32.137153,G0036320010010,二桥收费站,jiangsu,MAIN_LINE_PLAZA,118.851761,32.137153,0
G0042320010010,无锡北,jiangsu,120.295556,31.657222,G0042320010010,2110028070,无锡北收费站,jiangsu,120.29565,31.65749,G0042320010010,无锡北收费站,JIANG_SU,120.295678,31.657354,G0042320010010,无锡北收费站,jiangsu,RAMP_PLAZA,120.295678,31.657354,0
G0018370160050,南黄,shandong,,,G0018370160050,2110009651,南黄收费站,shandong,121.79393,36.96902,G0018370160050,南黄收费站,SHAN_DONG,121.793946,36.968967,G0018370160050,南黄收费站,shandong,RAMP_PLAZA,121.793946,36.968967,0
G1511370020040,平邑,shandong,,,G1511370020040,2110009394,平邑收费站,shandong,117.64426,35.45162,G1511370020040,平邑收费站,SHAN_DONG,117.644302,35.451455,G1511370020040,平邑收费站,shandong,RAMP_PLAZA,117.644302,35.451455,0
G1511370030060,济宁北,shandong,,,G1511370030060,2110009189,济宁北收费站,shandong,116.53024,35.53265,G1511370030060,济宁北收费站,SHAN_DONG,116.530289,35.532487,G1511370030060,济宁北收费站,shandong,RAMP_PLAZA,116.530289,35.532487,0
G0015370080010,莱山,shandong,,,G0015370080010,2110045257,莱山收费站,shandong,121.41545,37.43323,G0015370080010,莱山收费站,SHAN_DONG,121.415334,37.433138,G0015370080010,莱山收费站,shandong,RAMP_PLAZA,121.415334,37.433138,0
S0029370010030,桓台,shandong,,,S0029370010030,2110009348,桓台收费站,shandong,117.96843,36.95449,S0029370010030,桓台收费站,SHAN_DONG,117.968601,36.954515,S0029370010030,桓台收费站,shandong,RAMP_PLAZA,117.968601,36.954515,0
G0035370010030,平阴,shandong,,,G0035370010030,2110009378,平阴收费站,shandong,116.48204,36.27701,G0035370010030,平阴收费站,SHAN_DONG,116.482042,36.276899,G0035370010030,平阴收费站,shandong,RAMP_PLAZA,116.482042,36.276899,0
G0035370010050,东平,shandong,,,G0035370010050,2110009180,东平收费站,shandong,116.41499,35.9302,G0035370010050,东平收费站,SHAN_DONG,116.414837,35.930058,G0035370010050,东平收费站,shandong,RAMP_PLAZA,116.414837,35.930058,0
G0328320010010,328国道海安,jiangsu,120.263033,32.505861,G0328320010010,,,,,,G0328320010010,海安收费站,JIANG_SU,120.566891,32.526072,G0328320010010,海安收费站,jiangsu,MAIN_LINE_PLAZA,120.566891,32.526072,0
G1516320020040,建湖,jiangsu,119.761111,33.417917,G1516320020040,2110028335,建湖收费站,jiangsu,119.76366,33.41411,G1516320020040,建湖收费站,JIANG_SU,119.763728,33.414079,G1516320020040,建湖收费站,jiangsu,RAMP_PLAZA,119.763728,33.414079,0
G0076430010020,集益,hunan,,,G0076430010020,2110050963,集益收费站,hunan,113.85724,25.57178,G0076430010020,集益收费站,HU_NAN,113.857525,25.571781,G0076430010020,集益收费站,hunan,MAIN_LINE_PLAZA,113.857525,25.571781,0
G0056430020080,周家店,hunan,,,G0056430020080,2110058092,周家店收费站,hunan,111.87808,29.22011,G0056430020080,周家店收费站,HU_NAN,111.878037,29.22019,G0056430020080,周家店收费站,hunan,MAIN_LINE_PLAZA,111.878037,29.22019,0
G0042500010010,小三峡,chongqing,109.91613,31.115879,G0042500010010,2110051828,小三峡收费站,chongqing,109.91597,31.11644,G0042500010010,小三峡收费站,CHONG_QING,109.916205,31.115921,G0042500010010,小三峡收费站,chongqing,PROVINCE_STATION_INDEPENDENT,109.916205,31.115921,0
G04W2440010040,保安,guangdong,113.022936,23.647846,G04W2440010040,2110038969,保安收费站,guangdong,112.42226,24.90079,G04W2440010040,保安收费站,GUANG_DONG,112.422162,24.900642,G04W2440010040,保安收费站,guangdong,MAIN_LINE_PLAZA,112.422162,24.900642,0
S0017440020020,高柏,guangdong,116.000875,23.134449,S0017440020020,2110038525,高柏收费站,guangdong,116.00063,23.1343,S0017440020020,高柏收费站,GUANG_DONG,116.000664,23.134349,S0017440020020,高柏收费站,guangdong,RAMP_PLAZA,116.000664,23.134349,0
G0070350020030,夏茂,fujian,,,G0070350020030,2110031640,夏茂收费站,fujian,117.66822,26.59983,G0070350020030,夏茂收费站,FU_JIAN,117.668125,26.599703,G0070350020030,夏茂收费站,fujian,MAIN_LINE_PLAZA,117.668125,26.599703,0
G0070350030020,福银闽赣,fujian,,,G0070350030020,,,,,,G0070350030020,闽赣收费站(G70福银高速,FU_JIAN,117.126148,27.205819,G0070350030020,闽赣收费站(G70福银高速,fujian,PROVINCE_STATION_INDEPENDENT,117.126148,27.205819,0
G0072350010020,蓬壶,fujian,,,G0072350010020,2110031620,蓬壶收费站,fujian,118.15675,25.35649,G0072350010020,蓬壶收费站,FU_JIAN,118.15671,25.35639,G0072350010020,蓬壶收费站,fujian,MAIN_LINE_PLAZA,118.15671,25.35639,0
G0072350010030,永春,fujian,,,G0072350010030,2110031973,永春收费站,fujian,118.26226,25.27334,G0072350010030,永春收费站,FU_JIAN,118.262456,25.273411,G0072350010030,永春收费站,fujian,MAIN_LINE_PLAZA,118.262456,25.273411,0
S0029440010020,东部快速,guangdong,114.005191,23.050898,S0029440010020,,,,,,S0029440010020,东部快速收费站,GUANG_DONG,114.005257,23.050782,S0029440010020,东部快速收费站,guangdong,RAMP_PLAZA,114.005257,23.050782,0
S0014440060100,横山,guangdong,110.117946,21.48371,S0014440060100,,,,,,S0014440060100,横山收费站,GUANG_DONG,110.118096,21.48365,S0014440060100,横山收费站,guangdong,RAMP_PLAZA,110.118096,21.48365,0
S0030520010070,余庆东,guizhou,,,S0030520010070,,,,,,S0030520010070,余庆东收费站,GUI_ZHOU,107.906572,27.241275,S0030520010070,余庆东收费站,guizhou,RAMP_PLAZA,107.906572,27.241275,0
G0060520060070,沙子,guizhou,,,G0060520060070,2110014125,沙子收费站,guizhou,105.14963,25.79245,G0060520060070,沙子收费站,GUI_ZHOU,108.574514,28.595014,G0060520060070,沙子收费站,guizhou,RAMP_PLAZA,108.574514,28.595014,0
G0075520030010,综保,guizhou,,,G0075520030010,,,,,,G0075520030010,综保收费站,GUI_ZHOU,106.72167,26.683996,G0075520030010,综保收费站,guizhou,RAMP_PLAZA,106.72167,26.683996,0
G04W2440010050,连州,guangdong,112.363811,24.786337,G04W2440010050,2110039366,连州收费站,guangdong,112.35448,24.78422,G04W2440010050,连州收费站,GUANG_DONG,112.354516,24.784264,G04W2440010050,连州收费站,guangdong,RAMP_PLAZA,112.354516,24.784264,0
G04W2430020050,莲花,hunan,,,G04W2430020050,2110046888,莲花收费站,hunan,112.75404,28.09794,G04W2430020050,莲花收费站,HU_NAN,112.753784,28.097869,G04W2430020050,莲花收费站,hunan,MAIN_LINE_PLAZA,112.753784,28.097869,0
S0080430010260,大浦,hunan,,,S0080430010260,2110032822,大浦收费站,hunan,112.83931,27.00961,S0080430010260,大浦收费站,HU_NAN,112.83925,27.009678,S0080430010260,大浦收费站,hunan,MAIN_LINE_PLAZA,112.83925,27.009678,0
G0035410010020,双八（商菏）,henan,,,G0035410010020,,,,,,G0035410010020,双八收费站,HE_NAN,115.708715,34.53016,G0035410010020,双八收费站,henan,RAMP_PLAZA,115.708715,34.53016,0
S0049410040020,白坪,henan,,,S0049410040020,,,,,,S0049410040020,白坪收费站,HE_NAN,113.081506,34.315952,S0049410040020,白坪收费站,henan,RAMP_PLAZA,113.081506,34.315952,0
S0020430030120,长沙,hunan,,,S0020430030120,2110033055,长沙收费站,hunan,113.06465,28.23039,S0020430030120,长沙收费站,HU_NAN,113.06464,28.230572,S0020430030120,长沙收费站,hunan,MAIN_LINE_PLAZA,113.06464,28.230572,0
S0020430010050,浏阳东,hunan,,,S0020430010050,2110053756,浏阳东收费站,hunan,113.66104,28.24499,S0020430010050,浏阳东收费站,HU_NAN,113.660706,28.244728,S0020430010050,浏阳东收费站,hunan,MAIN_LINE_PLAZA,113.660706,28.244728,0
G5515500010050,金鸡,chongqing,107.726195,30.452918,G5515500010050,,,,,,G5515500010050,金鸡收费站,CHONG_QING,107.719717,30.447161,G5515500010050,金鸡收费站,chongqing,RAMP_PLAZA,107.719717,30.447161,0
G0070360010030,昌九路九江南,jiangxi,,,G0070360010030,,,,,,G0070360010030,九江南收费站,JIANG_XI,115.877366,29.507588,G0070360010030,九江南收费站,jiangxi,RAMP_PLAZA,115.877366,29.507588,0
G0045360020050,泰赣路横市,jiangxi,,,G0045360020050,,,,,,G0045360020050,横市收费站,JIANG_XI,114.686954,26.050488,G0045360020050,横市收费站,jiangxi,RAMP_PLAZA,114.686954,26.050488,0
G0060360060030,昌樟路生米,jiangxi,,,G0060360060030,,,,,,G0060360060030,生米收费站,JIANG_XI,115.761616,28.50193,G0060360060030,生米收费站,jiangxi,RAMP_PLAZA,115.761616,28.50193,0
G0035360090040,瑞寻路南桥西,jiangxi,,,G0035360090040,,,,,,G0035360090040,南桥西收费站,JIANG_XI,,,G0035360090040,南桥西收费站,jiangxi,RAMP_PLAZA,,,3
G0055140440070,王村,shanxi,112.945784,36.673365,G0055140440070,2110025085,王村收费站,shanxi,112.93933,36.66731,G0055140440070,王村收费站,SHAN_XI,112.939295,36.667236,G0055140440070,王村收费站,shanxi,RAMP_PLAZA,112.939295,36.667236,0
S0032110010060,北务,beijing,116.801767,40.044575,S0032110010060,2110005522,北务收费站,beijing,116.80476,40.04565,S0032110010060,北务收费站,BEI_JING,116.804543,40.044823,S0032110010060,北务收费站,beijing,RAMP_PLAZA,116.804543,40.044823,0
G4501110060030,沙阳,beijing,116.151403,40.128006,G4501110060030,2110058755,沙阳收费站,beijing,116.24054,40.1192,G4501110060030,沙阳收费站,BEI_JING,116.241368,40.118966,G4501110060030,沙阳收费站,beijing,RAMP_PLAZA,116.241368,40.118966,0
G4501110050060,广宁,beijing,116.114894,39.933099,G4501110050060,2110005494,广宁收费站,beijing,116.12134,39.93432,G4501110050060,广宁收费站,BEI_JING,116.121604,39.93447,G4501110050060,广宁收费站,beijing,RAMP_PLAZA,116.121604,39.93447,0
G0004110010040,京良,beijing,116.161349,39.772243,G0004110010040,2110005703,京良收费站,beijing,116.15909,39.77512,G0004110010040,京良收费站,BEI_JING,116.167647,39.773604,G0004110010040,京良收费站,beijing,RAMP_PLAZA,116.167647,39.773604,0
S0060410050020,新村,henan,,,S0060410050020,,,,,,S0060410050020,新村收费站,HE_NAN,113.69999,34.46944,S0060410050020,新村收费站,henan,RAMP_PLAZA,113.69999,34.46944,0
S0083410020010,二郎庙,henan,,,S0083410020010,2110022687,二郎庙收费站,henan,114.63221,34.72817,S0083410020010,二郎庙收费站,HE_NAN,114.632069,34.728133,S0083410020010,二郎庙收费站,henan,RAMP_PLAZA,114.632069,34.728133,0
S0028410050010,沁阳,henan,,,S0028410050010,2110022806,沁阳收费站,henan,112.90633,35.0514,S0028410050010,沁阳收费站,HE_NAN,112.906382,35.051337,S0028410050010,沁阳收费站,henan,RAMP_PLAZA,112.906382,35.051337,0
S0026210010060,兴城北,liaoning,120.730832,40.664615,S0026210010060,,,,,,S0026210010060,兴城北收费站,LIAO_NING,120.735919,40.666331,S0026210010060,兴城北收费站,liaoning,RAMP_PLAZA,120.735919,40.666331,0
G0020610020020,巡检司,shaanxi,109.863826,37.597621,G0020610020020,,,,,,G0020610020020,巡检司收费站,SHAAN_XI,109.869535,37.597858,G0020610020020,巡检司收费站,shaanxi,RAMP_PLAZA,109.869535,37.597858,0
G0005610050030,城固,shaanxi,107.214495,33.074479,G0005610050030,,,,,,G0005610050030,城固收费站,SHAAN_XI,107.367326,33.127339,G0005610050030,城固收费站,shaanxi,RAMP_PLAZA,107.367326,33.127339,0
G0065610080040,耀州南,shaanxi,108.982808,34.896649,G0065610080040,,,,,,G0065610080040,耀州收费站,SHAAN_XI,108.986541,34.921878,G0065610080040,耀州收费站,shaanxi,RAMP_PLAZA,108.986541,34.921878,0
G0108610010010,汉村,shaanxi,109.946757,34.905957,G0108610010010,,,,,,G0108610010010,汉村收费站,SHAAN_XI,109.940253,34.902143,G0108610010010,汉村收费站,shaanxi,MAIN_LINE_PLAZA,109.940253,34.902143,0
G065E610030010,高塘,shaanxi,109.619768,34.392771,G065E610030010,,,,,,G065E610030010,高塘收费站,SHAAN_XI,109.619792,34.392638,G065E610030010,高塘收费站,shaanxi,RAMP_PLAZA,109.619792,34.392638,0
G065W610030010,铜川新区,shaanxi,108.906324,34.881142,G065W610030010,,,,,,G065W610030010,铜川新区收费站,SHAAN_XI,108.966495,34.866863,G065W610030010,铜川新区收费站,shaanxi,RAMP_PLAZA,108.966495,34.866863,0
S0402230020080,机场,heilongjiang,131.176554,45.306357,S0402230020080,,,,,,S0402230020080,机场收费站,HEI_LONG_JIANG,132.690831,47.122289,S0402230020080,机场收费站,heilongjiang,RAMP_PLAZA,132.690831,47.122289,0
S0051120010010,未来科技城,tianjin,,,S0051120010010,,,,,,S0051120010010,未来科技城收费站,TIAN_JIN,117.417583,39.231459,S0051120010010,未来科技城收费站,tianjin,RAMP_PLAZA,117.417583,39.231459,0
S0028320010070,郭村,jiangsu,119.795923,32.548266,S0028320010070,2110028487,郭村收费站,jiangsu,119.79236,32.54298,S0028320010070,郭村收费站,JIANG_SU,119.792502,32.543862,S0028320010070,郭村收费站,jiangsu,RAMP_PLAZA,119.792502,32.543862,0
S0028320020030,扬州北,jiangsu,119.387294,32.452707,S0028320020030,2110028262,扬州北收费站,jiangsu,119.38095,32.44646,S0028320020030,扬州北收费站,JIANG_SU,119.380989,32.446384,S0028320020030,扬州北收费站,jiangsu,RAMP_PLAZA,119.380989,32.446384,0
G0078530050040,江召金鸡,yunnan,104.425918,24.964162,G0078530050040,,,,,,G0078530050040,金鸡收费站,YUN_NAN,,,G0078530050040,金鸡收费站,yunnan,MAIN_LINE_PLAZA,104.425918,24.964162,1
S0026310010040,S26沪苏,shanghai,121.076545,31.228073,S0026310010040,,,,,,S0026310010040,沪苏收费站,SHANG_HAI,121.657508,31.663698,S0026310010040,沪苏收费站,shanghai,PROVINCE_STATION_COMMON,121.657508,31.663698,0
G0050310010050,G50朱枫公路,shanghai,121.055265,31.096041,G0050310010050,,,,,,G0050310010050,朱枫公路收费站,SHANG_HAI,121.055315,31.096178,G0050310010050,朱枫公路收费站,shanghai,RAMP_PLAZA,121.055315,31.096178,0
S0002310010010,S2康桥,shanghai,121.65802,31.105799,S0002310010010,,,,,,S0002310010010,康桥收费站,SHANG_HAI,121.66305,31.103182,S0002310010010,康桥收费站,shanghai,MAIN_LINE_PLAZA,121.66305,31.103182,0
G5001500010040,空港东,chongqing,106.667448,29.770425,G5001500010040,2110017713,空港东收费站,chongqing,106.66381,29.76564,G5001500010040,空港东收费站,CHONG_QING,106.663144,29.765406,G5001500010040,空港东收费站,chongqing,RAMP_PLAZA,106.663144,29.765406,0
S0015520010040,松桃南,guizhou,,,S0015520010040,2110067284,松桃南收费站,guizhou,109.18312,28.11636,S0015520010040,松桃南收费站,GUI_ZHOU,109.182802,28.116044,S0015520010040,松桃南收费站,guizhou,RAMP_PLAZA,109.182802,28.116044,0
S0077520020060,普田,guizhou,,,S0077520020060,,,,,,S0077520020060,普田收费站,GUI_ZHOU,104.792014,25.36847,S0077520020060,普田收费站,guizhou,RAMP_PLAZA,104.792014,25.36847,0
G0060520060140,红果西,guizhou,,,G0060520060140,2110014258,红果西收费站,guizhou,104.40109,25.71472,G0060520060140,红果西收费站,GUI_ZHOU,104.40114,25.714567,G0060520060140,红果西收费站,guizhou,RAMP_PLAZA,104.40114,25.714567,0
G0060520060130,盘州,guizhou,,,G0060520060130,2110073052,盘州收费站,guizhou,104.44524,25.72926,G0060520060130,盘州收费站,GUI_ZHOU,104.445244,25.728823,G0060520060130,盘州收费站,guizhou,RAMP_PLAZA,104.445244,25.728823,0
S0089520010070,东屯,guizhou,,,S0089520010070,,,,,,S0089520010070,东屯收费站,GUI_ZHOU,106.226579,26.207897,S0089520010070,东屯收费站,guizhou,RAMP_PLAZA,106.226579,26.207897,0
G0078520010030,兴义西,guizhou,,,G0078520010030,2110014282,兴义西收费站,guizhou,104.8445,25.1241,G0078520010030,兴义西收费站,GUI_ZHOU,104.844426,25.123986,G0078520010030,兴义西收费站,guizhou,RAMP_PLAZA,104.844426,25.123986,0
G0060520030110,独山南,guizhou,,,G0060520030110,,,,,,G0060520030110,独山南收费站,GUI_ZHOU,107.492312,25.607812,G0060520030110,独山南收费站,guizhou,RAMP_PLAZA,107.492312,25.607812,0
S0042360580050,东昌路丽村,jiangxi,,,S0042360580050,,,,,,S0042360580050,丽村收费站,JIANG_XI,115.729878,28.027623,S0042360580050,丽村收费站,jiangxi,RAMP_PLAZA,115.729878,28.027623,0
S0042360580080,东昌路双金,jiangxi,,,S0042360580080,,,,,,S0042360580080,双金收费站,JIANG_XI,115.330516,27.938143,S0042360580080,双金收费站,jiangxi,RAMP_PLAZA,115.330516,27.938143,0
G0613630010040,兴海匝道,qinghai,,,G0613630010040,,,,,,G0613630010040,兴海收费站,QING_HAI,99.878771,35.796898,G0613630010040,兴海收费站,qinghai,RAMP_PLAZA,99.878771,35.796898,0
G0611630020030,阿岱,qinghai,,,G0611630020030,2110013355,阿岱收费站,qinghai,101.9889,36.21067,G0611630020030,阿岱收费站,QING_HAI,102.00216,36.193645,G0611630020030,阿岱收费站,qinghai,MAIN_LINE_PLAZA,102.00216,36.193645,0
G0035440020070,小金口匝,guangdong,114.384056,23.208593,G0035440020070,,,,,,G0035440020070,小金口匝收费站,GUANG_DONG,,,G0035440020070,小金口匝收费站,guangdong,RAMP_PLAZA,114.384056,23.208593,1
G0015440040060,白云,guangdong,114.770645,22.887811,G0015440040060,2110038214,白云收费站,guangdong,114.77527,22.885,G0015440040060,白云收费站,GUANG_DONG,114.772211,22.886296,G0015440040060,白云收费站,guangdong,RAMP_PLAZA,114.772211,22.886296,0
G0004440010040,大桥,guangdong,113.081829,25.581424,G0004440010040,2110038371,大桥收费站,guangdong,113.14392,24.96809,G0004440010040,大桥收费站,GUANG_DONG,113.14405,24.968227,G0004440010040,大桥收费站,guangdong,RAMP_PLAZA,113.14405,24.968227,0
S0005440020010,吴家围,guangdong,113.237905,22.979086,S0005440020010,,,,,,S0005440020010,吴家围收费站,GUANG_DONG,,,S0005440020010,吴家围收费站,guangdong,RAMP_PLAZA,113.237905,22.979086,1
G0035440010100,叶塘,guangdong,115.654562,24.183409,G0035440010100,,,,,,G0035440010100,叶塘收费站,GUANG_DONG,115.659592,24.183363,G0035440010100,叶塘收费站,guangdong,RAMP_PLAZA,115.659592,24.183363,0
G0078530030010,小喜村,yunnan,102.783797,24.992975,G0078530030010,2110015235,小喜村收费站,yunnan,102.78846,24.98641,G0078530030010,小喜村收费站,YUN_NAN,102.788284,24.985883,G0078530030010,小喜村收费站,yunnan,MAIN_LINE_PLAZA,102.788284,24.985883,0
S4203510010050,简蒲镇金,sichuan,,,S4203510010050,,,,,,S4203510010050,镇金收费站,SI_CHUAN,104.34857,30.17779,S4203510010050,镇金收费站,sichuan,RAMP_PLAZA,104.34857,30.17779,0
S0066510010020,乐自大佛,sichuan,,,S0066510010020,,,,,,S0066510010020,大佛收费站,SI_CHUAN,103.790885,29.514876,S0066510010020,大佛收费站,sichuan,RAMP_PLAZA,103.790885,29.514876,0
G0056530020040,曲靖西,yunnan,103.718246,25.548555,G0056530020040,,,,,,G0056530020040,曲靖西收费站,YUN_NAN,103.722686,25.542658,G0056530020040,曲靖西收费站,yunnan,RAMP_PLAZA,103.722686,25.542658,0
G0085530020030,上高桥,yunnan,103.771483,27.642288,G0085530020030,,,,,,G0085530020030,上高桥收费站,YUN_NAN,103.77699,27.635711,G0085530020030,上高桥收费站,yunnan,RAMP_PLAZA,103.77699,27.635711,0
G0018150040010,东察东胜南,neimenggu,,,G0018150040010,,,,,,G0018150040010,东胜南收费站,NEI_MENG_GU,109.987884,39.723338,G0018150040010,东胜南收费站,neimenggu,,109.987884,39.723338,0
G0085530020010,大关,yunnan,103.855501,27.828557,G0085530020010,,,,,,G0085530020010,大关收费站,YUN_NAN,103.859937,27.821928,G0085530020010,大关收费站,yunnan,RAMP_PLAZA,103.859937,27.821928,0
G0005530020020,永仁,yunnan,101.691534,26.05447,G0005530020020,2110015462,永仁收费站,yunnan,101.69441,26.04703,G0005530020020,永仁收费站,YUN_NAN,101.694436,26.047088,G0005530020020,永仁收费站,yunnan,RAMP_PLAZA,101.694436,26.047088,0
G8512530010030,小勐养,yunnan,100.892032,22.098043,G8512530010030,2110015298,小勐养收费站,yunnan,100.89424,22.09217,G8512530010030,小勐养收费站,YUN_NAN,100.894194,22.092189,G8512530010030,小勐养收费站,yunnan,RAMP_PLAZA,100.894194,22.092189,0
